x,y,layer1,layer2,voltage1,voltage2,current
2434.31,1079.73,INT3__SIGN_,INT4__PWR_,0.00269872,0.00269872,-6.09483e-16
2434.31,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00269872,0.00269872,-0
2444.99,4277.45,TOP_LAYER,INT1__GND_,0.00288401,0.00288401,-3.1306e-14
2444.99,4277.45,INT1__GND_,INT2__SIGN_,0.00288401,0.00288401,-3.37858e-14
2444.99,4277.45,INT2__SIGN_,INT3__SIGN_,0.00288401,0.00288401,-2.50448e-14
2444.99,4277.45,INT3__SIGN_,INT4__PWR_,0.00288401,0.00288401,-2.19607e-14
2444.99,4277.45,INT4__PWR_,BOTTOM_LAYER,0.00288401,0.00288401,-1.25224e-14
2460.09,2560.39,TOP_LAYER,INT1__GND_,13.9731,13.9731,9.25284e-12
2460.09,2560.39,INT1__GND_,INT2__SIGN_,13.9731,13.9731,9.98576e-12
2460.09,2560.39,INT2__SIGN_,INT3__SIGN_,13.9731,13.9731,1.85057e-11
2460.09,2560.39,INT3__SIGN_,INT4__PWR_,13.9731,13.9731,1.74751e-11
2460.09,2560.39,INT4__PWR_,BOTTOM_LAYER,13.9731,13.9731,1.85057e-11
2477.41,4896.17,TOP_LAYER,INT1__GND_,0.0029183,0.0029183,-0
2477.41,4896.17,INT1__GND_,INT2__SIGN_,0.0029183,0.0029183,-0
2477.41,4896.17,INT2__SIGN_,INT3__SIGN_,0.0029183,0.0029183,-2.25899e-15
2477.41,4896.17,INT3__SIGN_,INT4__PWR_,0.0029183,0.0029183,-6.09483e-16
2477.41,4896.17,INT4__PWR_,BOTTOM_LAYER,0.0029183,0.0029183,-0
2483.52,1079.73,TOP_LAYER,INT1__GND_,0.00269719,0.00269719,-0
2483.52,1079.73,INT1__GND_,INT2__SIGN_,0.00269719,0.00269719,-6.09483e-16
2483.52,1079.73,INT2__SIGN_,INT3__SIGN_,0.00269719,0.00269719,-0
2483.52,1079.73,INT3__SIGN_,INT4__PWR_,0.00269719,0.00269719,-6.09483e-16
2483.52,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00269719,0.00269719,-0
2491.45,3692.6,TOP_LAYER,INT1__GND_,0.00288401,0.00288401,5.00896e-14
2491.45,3692.6,INT1__GND_,INT2__SIGN_,0.00288401,0.00288427,-0.00104253
2491.45,3692.6,INT2__SIGN_,INT3__SIGN_,0.00288427,0.00288435,-0.00104253
2491.45,3692.6,INT3__SIGN_,INT4__PWR_,0.00288435,0.00288462,-0.00104253
2491.45,3692.6,INT4__PWR_,BOTTOM_LAYER,0.00288462,0.00288469,-0.00104253
2510.36,2305.4,TOP_LAYER,INT1__GND_,0.00273101,0.00273101,6.2612e-15
2510.36,2305.4,INT1__GND_,INT2__SIGN_,0.00273101,0.00273101,-2.87179e-14
2510.36,2305.4,INT2__SIGN_,INT3__SIGN_,0.00273101,0.00273101,-2.50448e-14
2510.36,2305.4,INT3__SIGN_,INT4__PWR_,0.00273101,0.00273101,-2.02715e-14
2510.36,2305.4,INT4__PWR_,BOTTOM_LAYER,0.00273101,0.00273101,-1.25224e-14
2511.27,2560.39,TOP_LAYER,INT1__GND_,0.00274217,0.00274217,-0
2511.27,2560.39,INT1__GND_,INT2__SIGN_,0.00274217,0.00274217,2.43793e-15
2511.27,2560.39,INT2__SIGN_,INT3__SIGN_,0.00274217,0.00274217,-0
2511.27,2560.39,INT3__SIGN_,INT4__PWR_,0.00274217,0.00274217,2.43793e-15
2511.27,2560.39,INT4__PWR_,BOTTOM_LAYER,0.00274217,0.00274217,4.51799e-15
2526.63,4896.17,TOP_LAYER,INT1__GND_,0.00292489,0.00292489,-0
2526.63,4896.17,INT1__GND_,INT2__SIGN_,0.00292489,0.00292489,-6.09483e-16
2526.63,4896.17,INT2__SIGN_,INT3__SIGN_,0.00292489,0.00292489,-0
2526.63,4896.17,INT3__SIGN_,INT4__PWR_,0.00292489,0.00292489,-6.09483e-16
2526.63,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00292489,0.00292489,-0
2527.8,1688.74,TOP_LAYER,INT1__GND_,0.00270834,0.00270834,2.25899e-15
2527.8,1688.74,INT1__GND_,INT2__SIGN_,0.00270834,0.00270834,2.43793e-15
2527.8,1688.74,INT2__SIGN_,INT3__SIGN_,0.00270834,0.00270834,2.25899e-15
2527.8,1688.74,INT3__SIGN_,INT4__PWR_,0.00270834,0.00270834,3.04741e-15
2527.8,1688.74,INT4__PWR_,BOTTOM_LAYER,0.00270834,0.00270834,2.25899e-15
2527.8,1720.23,TOP_LAYER,INT1__GND_,0.00270834,0.00270834,6.77698e-15
2527.8,1720.23,INT1__GND_,INT2__SIGN_,0.00270834,0.00270834,2.43793e-15
2527.8,1720.23,INT2__SIGN_,INT3__SIGN_,0.00270834,0.00270834,2.25899e-15
2527.8,1720.23,INT3__SIGN_,INT4__PWR_,0.00270834,0.00270834,3.04741e-15
2527.8,1720.23,INT4__PWR_,BOTTOM_LAYER,0.00270834,0.00270834,2.25899e-15
2532.74,1079.73,TOP_LAYER,INT1__GND_,0.00269555,0.00269555,-0
2532.74,1079.73,INT1__GND_,INT2__SIGN_,0.00269555,0.00269555,-6.09483e-16
2532.74,1079.73,INT2__SIGN_,INT3__SIGN_,0.00269555,0.00269555,-0
2532.74,1079.73,INT3__SIGN_,INT4__PWR_,0.00269555,0.00269555,-6.09483e-16
2532.74,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00269555,0.00269555,-0
2562.45,2560.39,TOP_LAYER,INT1__GND_,0.00274255,0.00274255,2.25899e-15
2562.45,2560.39,INT1__GND_,INT2__SIGN_,0.00274255,0.00274255,2.43793e-15
2562.45,2560.39,INT2__SIGN_,INT3__SIGN_,0.00274255,0.00274255,2.25899e-15
2562.45,2560.39,INT3__SIGN_,INT4__PWR_,0.00274255,0.00274255,3.04741e-15
2562.45,2560.39,INT4__PWR_,BOTTOM_LAYER,0.00274255,0.00274255,2.25899e-15
2575.04,1239.92,TOP_LAYER,INT1__GND_,0.00269551,0.00269551,-4.51799e-15
2575.04,1239.92,INT1__GND_,INT2__SIGN_,0.00269551,0.00269551,2.43793e-15
2575.04,1239.92,INT2__SIGN_,INT3__SIGN_,0.00269551,0.00269551,2.25899e-15
2575.04,1239.92,INT3__SIGN_,INT4__PWR_,0.00269551,0.00269551,3.04741e-15
2575.04,1239.92,INT4__PWR_,BOTTOM_LAYER,0.00269551,0.00269551,2.25899e-15
2575.84,4896.17,TOP_LAYER,INT1__GND_,0.00293015,0.00293015,-0
2575.84,4896.17,INT1__GND_,INT2__SIGN_,0.00293015,0.00293015,-6.09483e-16
2575.84,4896.17,INT2__SIGN_,INT3__SIGN_,0.00293015,0.00293015,-2.25899e-15
2575.84,4896.17,INT3__SIGN_,INT4__PWR_,0.00293015,0.00293015,-1.21897e-15
2575.84,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00293015,0.00293015,-0
2581.95,1079.73,TOP_LAYER,INT1__GND_,0.00269193,0.00269193,-0
2581.95,1079.73,INT1__GND_,INT2__SIGN_,0.00269193,0.00269193,-6.09483e-16
2581.95,1079.73,INT2__SIGN_,INT3__SIGN_,0.00269193,0.00269193,-0
2581.95,1079.73,INT3__SIGN_,INT4__PWR_,0.00269193,0.00269193,-6.09483e-16
2581.95,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00269193,0.00269193,-0
2601.82,2926.53,TOP_LAYER,INT1__GND_,0.00275615,0.00275615,-0
2601.82,2926.53,INT1__GND_,INT2__SIGN_,0.00275615,0.00275615,3.04741e-15
2601.82,2926.53,INT2__SIGN_,INT3__SIGN_,0.00275615,0.00275615,2.25899e-15
2601.82,2926.53,INT3__SIGN_,INT4__PWR_,0.00275615,0.00275615,2.43793e-15
2601.82,2926.53,INT4__PWR_,BOTTOM_LAYER,0.00275615,0.00275615,2.25899e-15
2625.05,4896.17,TOP_LAYER,INT1__GND_,0.00294064,0.00294064,-0
2625.05,4896.17,INT1__GND_,INT2__SIGN_,0.00294064,0.00294064,-6.09483e-16
2625.05,4896.17,INT2__SIGN_,INT3__SIGN_,0.00294064,0.00294064,-2.25899e-15
2625.05,4896.17,INT3__SIGN_,INT4__PWR_,0.00294064,0.00294064,-1.21897e-15
2625.05,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00294064,0.00294064,-0
2631.16,1079.73,TOP_LAYER,INT1__GND_,0.00268994,0.00268994,-0
2631.16,1079.73,INT1__GND_,INT2__SIGN_,0.00268994,0.00268994,-0
2631.16,1079.73,INT2__SIGN_,INT3__SIGN_,0.00268994,0.00268994,-2.25899e-15
2631.16,1079.73,INT3__SIGN_,INT4__PWR_,0.00268994,0.00268994,-6.09483e-16
2631.16,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00268994,0.00268994,-0
2660.88,2560.39,TOP_LAYER,INT1__GND_,0.00274381,0.00274381,6.77698e-15
2660.88,2560.39,INT1__GND_,INT2__SIGN_,0.00274381,0.00274381,2.43793e-15
2660.88,2560.39,INT2__SIGN_,INT3__SIGN_,0.00274381,0.00274381,4.51799e-15
2660.88,2560.39,INT3__SIGN_,INT4__PWR_,0.00274381,0.00274381,2.43793e-15
2660.88,2560.39,INT4__PWR_,BOTTOM_LAYER,0.00274381,0.00274381,2.25899e-15
2660.88,2871.42,TOP_LAYER,INT1__GND_,0.00275692,0.00275692,-2.25899e-15
2660.88,2871.42,INT1__GND_,INT2__SIGN_,0.00275692,0.00275692,2.43793e-15
2660.88,2871.42,INT2__SIGN_,INT3__SIGN_,0.00275692,0.00275692,4.51799e-15
2660.88,2871.42,INT3__SIGN_,INT4__PWR_,0.00275692,0.00275692,2.43793e-15
2660.88,2871.42,INT4__PWR_,BOTTOM_LAYER,0.00275692,0.00275692,2.25899e-15
2674.26,4896.17,TOP_LAYER,INT1__GND_,0.00294588,0.00294588,-0
2674.26,4896.17,INT1__GND_,INT2__SIGN_,0.00294588,0.00294588,-1.21897e-15
2674.26,4896.17,INT2__SIGN_,INT3__SIGN_,0.00294588,0.00294588,-0
2674.26,4896.17,INT3__SIGN_,INT4__PWR_,0.00294588,0.00294588,-1.21897e-15
2674.26,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00294588,0.00294588,-0
2680.37,1079.73,TOP_LAYER,INT1__GND_,0.00268785,0.00268785,-0
2680.37,1079.73,INT1__GND_,INT2__SIGN_,0.00268785,0.00268785,-6.09483e-16
2680.37,1079.73,INT2__SIGN_,INT3__SIGN_,0.00268785,0.00268785,-0
2680.37,1079.73,INT3__SIGN_,INT4__PWR_,0.00268785,0.00268785,-6.09483e-16
2680.37,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00268785,0.00268785,-0
2723.48,4896.17,TOP_LAYER,INT1__GND_,0.00295112,0.00295112,-0
2723.48,4896.17,INT1__GND_,INT2__SIGN_,0.00295112,0.00295112,-1.21897e-15
2723.48,4896.17,INT2__SIGN_,INT3__SIGN_,0.00295112,0.00295112,-0
2723.48,4896.17,INT3__SIGN_,INT4__PWR_,0.00295112,0.00295112,-1.21897e-15
2723.48,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00295112,0.00295112,-0
2729.59,1079.73,TOP_LAYER,INT1__GND_,0.00268566,0.00268566,-0
2729.59,1079.73,INT1__GND_,INT2__SIGN_,0.00268566,0.00268566,-6.09483e-16
2729.59,1079.73,INT2__SIGN_,INT3__SIGN_,0.00268566,0.00268566,-0
2729.59,1079.73,INT3__SIGN_,INT4__PWR_,0.00268566,0.00268566,-6.09483e-16
2729.59,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00268566,0.00268566,-0
2772.69,4896.17,TOP_LAYER,INT1__GND_,0.00296166,0.00296166,-0
2772.69,4896.17,INT1__GND_,INT2__SIGN_,0.00296166,0.00296166,-1.21897e-15
2772.69,4896.17,INT2__SIGN_,INT3__SIGN_,0.00296166,0.00296166,-0
2772.69,4896.17,INT3__SIGN_,INT4__PWR_,0.00296166,0.00296166,-1.21897e-15
2772.69,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00296166,0.00296166,-0
2778.8,1079.73,TOP_LAYER,INT1__GND_,0.00268096,0.00268096,-0
2778.8,1079.73,INT1__GND_,INT2__SIGN_,0.00268096,0.00268096,-0
2778.8,1079.73,INT2__SIGN_,INT3__SIGN_,0.00268096,0.00268096,-2.25899e-15
2778.8,1079.73,INT3__SIGN_,INT4__PWR_,0.00268096,0.00268096,-6.09483e-16
2778.8,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00268096,0.00268096,-0
2782.92,2540.71,TOP_LAYER,INT1__GND_,0.00274347,0.00274347,2.25899e-15
2782.92,2540.71,INT1__GND_,INT2__SIGN_,0.00274347,0.00274347,2.43793e-15
2782.92,2540.71,INT2__SIGN_,INT3__SIGN_,0.00274347,0.00274347,2.25899e-15
2782.92,2540.71,INT3__SIGN_,INT4__PWR_,0.00274347,0.00274347,3.04741e-15
2782.92,2540.71,INT4__PWR_,BOTTOM_LAYER,0.00274347,0.00274347,2.25899e-15
2782.92,2898.97,TOP_LAYER,INT1__GND_,0.00276147,0.00276147,4.51799e-15
2782.92,2898.97,INT1__GND_,INT2__SIGN_,0.00276147,0.00276147,1.82845e-15
2782.92,2898.97,INT2__SIGN_,INT3__SIGN_,0.00276147,0.00276147,2.25899e-15
2782.92,2898.97,INT3__SIGN_,INT4__PWR_,0.00276147,0.00276147,3.04741e-15
2782.92,2898.97,INT4__PWR_,BOTTOM_LAYER,0.00276147,0.00276147,2.25899e-15
2821.9,4896.17,TOP_LAYER,INT1__GND_,0.00296798,0.00296798,-0
2821.9,4896.17,INT1__GND_,INT2__SIGN_,0.00296798,0.00296798,-1.21897e-15
2821.9,4896.17,INT2__SIGN_,INT3__SIGN_,0.00296798,0.00296798,-0
2821.9,4896.17,INT3__SIGN_,INT4__PWR_,0.00296798,0.00296798,-1.21897e-15
2821.9,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00296798,0.00296798,-0
2828.01,1079.73,TOP_LAYER,INT1__GND_,0.0026784,0.0026784,-0
2828.01,1079.73,INT1__GND_,INT2__SIGN_,0.0026784,0.0026784,-6.09483e-16
2828.01,1079.73,INT2__SIGN_,INT3__SIGN_,0.0026784,0.0026784,-0
2828.01,1079.73,INT3__SIGN_,INT4__PWR_,0.0026784,0.0026784,-6.09483e-16
2828.01,1079.73,INT4__PWR_,BOTTOM_LAYER,0.0026784,0.0026784,-0
2871.11,4896.17,TOP_LAYER,INT1__GND_,0.00297283,0.00297283,-0
2871.11,4896.17,INT1__GND_,INT2__SIGN_,0.00297283,0.00297283,-1.21897e-15
2871.11,4896.17,INT2__SIGN_,INT3__SIGN_,0.00297283,0.00297283,-0
2871.11,4896.17,INT3__SIGN_,INT4__PWR_,0.00297283,0.00297283,-1.21897e-15
2871.11,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00297283,0.00297283,-0
2877.22,1079.73,TOP_LAYER,INT1__GND_,0.00267569,0.00267569,-0
2877.22,1079.73,INT1__GND_,INT2__SIGN_,0.00267569,0.00267569,-1.82845e-15
2877.22,1079.73,INT2__SIGN_,INT3__SIGN_,0.00267569,0.00267569,-2.25899e-15
2877.22,1079.73,INT3__SIGN_,INT4__PWR_,0.00267569,0.00267569,-6.09483e-16
2877.22,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00267569,0.00267569,-0
2920.33,4896.17,TOP_LAYER,INT1__GND_,0.00297777,0.00297777,-0
2920.33,4896.17,INT1__GND_,INT2__SIGN_,0.00297777,0.00297777,-6.09483e-16
2920.33,4896.17,INT2__SIGN_,INT3__SIGN_,0.00297777,0.00297777,-2.25899e-15
2920.33,4896.17,INT3__SIGN_,INT4__PWR_,0.00297777,0.00297777,-1.21897e-15
2920.33,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00297777,0.00297777,-0
2926.44,1079.73,TOP_LAYER,INT1__GND_,0.00267281,0.00267281,-0
2926.44,1079.73,INT1__GND_,INT2__SIGN_,0.00267281,0.00267281,-0
2926.44,1079.73,INT2__SIGN_,INT3__SIGN_,0.00267281,0.00267281,-2.25899e-15
2926.44,1079.73,INT3__SIGN_,INT4__PWR_,0.00267281,0.00267281,-6.09483e-16
2926.44,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00267281,0.00267281,-0
2969.54,4896.17,TOP_LAYER,INT1__GND_,0.00298787,0.00298787,-0
2969.54,4896.17,INT1__GND_,INT2__SIGN_,0.00298787,0.00298787,-1.21897e-15
2969.54,4896.17,INT2__SIGN_,INT3__SIGN_,0.00298787,0.00298787,-0
2969.54,4896.17,INT3__SIGN_,INT4__PWR_,0.00298787,0.00298787,-1.21897e-15
2969.54,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00298787,0.00298787,-0
2975.65,1079.73,TOP_LAYER,INT1__GND_,0.00266641,0.00266641,-0
2975.65,1079.73,INT1__GND_,INT2__SIGN_,0.00266641,0.00266641,-0
2975.65,1079.73,INT2__SIGN_,INT3__SIGN_,0.00266641,0.00266641,-2.25899e-15
2975.65,1079.73,INT3__SIGN_,INT4__PWR_,0.00266641,0.00266641,-6.09483e-16
2975.65,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00266641,0.00266641,-0
3007.33,2509.21,TOP_LAYER,INT1__GND_,0.0027467,0.0027467,2.25899e-15
3007.33,2509.21,INT1__GND_,INT2__SIGN_,0.0027467,0.0027467,2.43793e-15
3007.33,2509.21,INT2__SIGN_,INT3__SIGN_,0.0027467,0.0027467,4.51799e-15
3007.33,2509.21,INT3__SIGN_,INT4__PWR_,0.0027467,0.0027467,2.43793e-15
3007.33,2509.21,INT4__PWR_,BOTTOM_LAYER,0.0027467,0.0027467,2.25899e-15
3018.75,4896.17,TOP_LAYER,INT1__GND_,0.00299268,0.00299268,-0
3018.75,4896.17,INT1__GND_,INT2__SIGN_,0.00299268,0.00299268,-1.21897e-15
3018.75,4896.17,INT2__SIGN_,INT3__SIGN_,0.00299268,0.00299268,-0
3018.75,4896.17,INT3__SIGN_,INT4__PWR_,0.00299268,0.00299268,-1.21897e-15
3018.75,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00299268,0.00299268,-0
3024.86,1079.73,TOP_LAYER,INT1__GND_,0.00266284,0.00266284,-0
3024.86,1079.73,INT1__GND_,INT2__SIGN_,0.00266284,0.00266284,-0
3024.86,1079.73,INT2__SIGN_,INT3__SIGN_,0.00266284,0.00266284,-2.25899e-15
3024.86,1079.73,INT3__SIGN_,INT4__PWR_,0.00266284,0.00266284,-6.09483e-16
3024.86,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00266284,0.00266284,-0
3067.96,4896.17,TOP_LAYER,INT1__GND_,0.00299584,0.00299584,-0
3067.96,4896.17,INT1__GND_,INT2__SIGN_,0.00299584,0.00299584,-6.09483e-16
3067.96,4896.17,INT2__SIGN_,INT3__SIGN_,0.00299584,0.00299584,-2.25899e-15
3067.96,4896.17,INT3__SIGN_,INT4__PWR_,0.00299584,0.00299584,-1.21897e-15
3067.96,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00299584,0.00299584,-0
3074.08,1079.73,TOP_LAYER,INT1__GND_,0.00265896,0.00265896,-0
3074.08,1079.73,INT1__GND_,INT2__SIGN_,0.00265896,0.00265896,-6.09483e-16
3074.08,1079.73,INT2__SIGN_,INT3__SIGN_,0.00265896,0.00265896,-0
3074.08,1079.73,INT3__SIGN_,INT4__PWR_,0.00265896,0.00265896,-6.09483e-16
3074.08,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00265896,0.00265896,-0
3090.01,2906.85,TOP_LAYER,INT1__GND_,0.00277593,0.00277593,-6.77698e-15
3090.01,2906.85,INT1__GND_,INT2__SIGN_,0.00277593,0.00277593,3.6569e-15
3090.01,2906.85,INT2__SIGN_,INT3__SIGN_,0.00277593,0.00277593,2.25899e-15
3090.01,2906.85,INT3__SIGN_,INT4__PWR_,0.00277593,0.00277593,3.6569e-15
3090.01,2906.85,INT4__PWR_,BOTTOM_LAYER,0.00277593,0.00277593,4.51799e-15
3117.18,4896.17,TOP_LAYER,INT1__GND_,0.00299859,0.00299859,-0
3117.18,4896.17,INT1__GND_,INT2__SIGN_,0.00299859,0.00299859,-1.21897e-15
3117.18,4896.17,INT2__SIGN_,INT3__SIGN_,0.00299859,0.00299859,-0
3117.18,4896.17,INT3__SIGN_,INT4__PWR_,0.00299859,0.00299859,-1.21897e-15
3117.18,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00299859,0.00299859,-0
3123.29,1079.73,TOP_LAYER,INT1__GND_,0.0026547,0.0026547,-0
3123.29,1079.73,INT1__GND_,INT2__SIGN_,0.0026547,0.0026547,-0
3123.29,1079.73,INT2__SIGN_,INT3__SIGN_,0.0026547,0.0026547,-2.25899e-15
3123.29,1079.73,INT3__SIGN_,INT4__PWR_,0.0026547,0.0026547,-6.09483e-16
3123.29,1079.73,INT4__PWR_,BOTTOM_LAYER,0.0026547,0.0026547,-0
3166.39,4896.17,TOP_LAYER,INT1__GND_,0.00300421,0.00300421,-0
3166.39,4896.17,INT1__GND_,INT2__SIGN_,0.00300421,0.00300421,-1.21897e-15
3166.39,4896.17,INT2__SIGN_,INT3__SIGN_,0.00300421,0.00300421,-0
3166.39,4896.17,INT3__SIGN_,INT4__PWR_,0.00300421,0.00300421,-1.21897e-15
3166.39,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00300421,0.00300421,-0
3169.53,1192.67,TOP_LAYER,INT1__GND_,0.00264992,0.00264992,6.77698e-15
3169.53,1192.67,INT1__GND_,INT2__SIGN_,0.00264992,0.00264992,2.43793e-15
3169.53,1192.67,INT2__SIGN_,INT3__SIGN_,0.00264992,0.00264992,4.51799e-15
3169.53,1192.67,INT3__SIGN_,INT4__PWR_,0.00264992,0.00264992,2.43793e-15
3169.53,1192.67,INT4__PWR_,BOTTOM_LAYER,0.00264992,0.00264992,2.25899e-15
3172.5,1079.73,TOP_LAYER,INT1__GND_,0.00264464,0.00264464,-0
3172.5,1079.73,INT1__GND_,INT2__SIGN_,0.00264464,0.00264464,-6.09483e-16
3172.5,1079.73,INT2__SIGN_,INT3__SIGN_,0.00264464,0.00264464,-0
3172.5,1079.73,INT3__SIGN_,INT4__PWR_,0.00264464,0.00264464,-6.09483e-16
3172.5,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00264464,0.00264464,-0
3185.28,1271.41,TOP_LAYER,INT1__GND_,0.00265502,0.00265502,-0
3185.28,1271.41,INT1__GND_,INT2__SIGN_,0.00265502,0.00265502,2.43793e-15
3185.28,1271.41,INT2__SIGN_,INT3__SIGN_,0.00265502,0.00265502,4.51799e-15
3185.28,1271.41,INT3__SIGN_,INT4__PWR_,0.00265502,0.00265502,2.43793e-15
3185.28,1271.41,INT4__PWR_,BOTTOM_LAYER,0.00265502,0.00265502,2.25899e-15
3201.42,4366.65,TOP_LAYER,INT1__GND_,0.00299316,0.00299307,0.000471811
3201.42,4366.65,INT1__GND_,INT2__SIGN_,0.00299307,0.00299307,3.04741e-15
3201.42,4366.65,INT2__SIGN_,INT3__SIGN_,0.00299307,0.00299307,2.25899e-15
3201.42,4366.65,INT3__SIGN_,INT4__PWR_,0.00299307,0.00299307,3.04741e-15
3201.42,4366.65,INT4__PWR_,BOTTOM_LAYER,0.00299307,0.00299307,2.25899e-15
3201.42,4398.15,TOP_LAYER,INT1__GND_,0.00299358,0.00299367,-0.000471811
3201.42,4398.15,INT1__GND_,INT2__SIGN_,0.00299367,0.00299367,3.04741e-15
3201.42,4398.15,INT2__SIGN_,INT3__SIGN_,0.00299367,0.00299367,2.25899e-15
3201.42,4398.15,INT3__SIGN_,INT4__PWR_,0.00299367,0.00299367,3.04741e-15
3201.42,4398.15,INT4__PWR_,BOTTOM_LAYER,0.00299367,0.00299367,2.25899e-15
3215.6,4896.17,TOP_LAYER,INT1__GND_,0.00300764,0.00300764,-0
3215.6,4896.17,INT1__GND_,INT2__SIGN_,0.00300764,0.00300764,-1.21897e-15
3215.6,4896.17,INT2__SIGN_,INT3__SIGN_,0.00300764,0.00300764,-0
3215.6,4896.17,INT3__SIGN_,INT4__PWR_,0.00300764,0.00300764,-1.21897e-15
3215.6,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00300764,0.00300764,-0
3221.71,1079.73,TOP_LAYER,INT1__GND_,0.00263849,0.00263849,-0
3221.71,1079.73,INT1__GND_,INT2__SIGN_,0.00263849,0.00263849,-0
3221.71,1079.73,INT2__SIGN_,INT3__SIGN_,0.00263849,0.00263849,-2.25899e-15
3221.71,1079.73,INT3__SIGN_,INT4__PWR_,0.00263849,0.00263849,-6.09483e-16
3221.71,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00263849,0.00263849,-0
3264.81,4896.17,TOP_LAYER,INT1__GND_,0.00301196,0.00301196,-0
3264.81,4896.17,INT1__GND_,INT2__SIGN_,0.00301196,0.00301196,-2.43793e-15
3264.81,4896.17,INT2__SIGN_,INT3__SIGN_,0.00301196,0.00301196,-2.25899e-15
3264.81,4896.17,INT3__SIGN_,INT4__PWR_,0.00301196,0.00301196,-1.21897e-15
3264.81,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00301196,0.00301196,-0
3270.93,1079.73,TOP_LAYER,INT1__GND_,0.0026312,0.0026312,-0
3270.93,1079.73,INT1__GND_,INT2__SIGN_,0.0026312,0.0026312,-6.09483e-16
3270.93,1079.73,INT2__SIGN_,INT3__SIGN_,0.0026312,0.0026312,-0
3270.93,1079.73,INT3__SIGN_,INT4__PWR_,0.0026312,0.0026312,-6.09483e-16
3270.93,1079.73,INT4__PWR_,BOTTOM_LAYER,0.0026312,0.0026312,-0
3314.03,4896.17,TOP_LAYER,INT1__GND_,0.00301803,0.00301803,-0
3314.03,4896.17,INT1__GND_,INT2__SIGN_,0.00301803,0.00301803,-1.21897e-15
3314.03,4896.17,INT2__SIGN_,INT3__SIGN_,0.00301803,0.00301803,-0
3314.03,4896.17,INT3__SIGN_,INT4__PWR_,0.00301803,0.00301803,-1.21897e-15
3314.03,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00301803,0.00301803,-0
3320.14,1079.73,TOP_LAYER,INT1__GND_,0.00262207,0.00262207,-0
3320.14,1079.73,INT1__GND_,INT2__SIGN_,0.00262207,0.00262207,-6.09483e-16
3320.14,1079.73,INT2__SIGN_,INT3__SIGN_,0.00262207,0.00262207,-0
3320.14,1079.73,INT3__SIGN_,INT4__PWR_,0.00262207,0.00262207,-6.09483e-16
3320.14,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00262207,0.00262207,-0
3363.24,4896.17,TOP_LAYER,INT1__GND_,0.00302664,0.00302664,-0
3363.24,4896.17,INT1__GND_,INT2__SIGN_,0.00302664,0.00302664,-1.21897e-15
3363.24,4896.17,INT2__SIGN_,INT3__SIGN_,0.00302664,0.00302664,-0
3363.24,4896.17,INT3__SIGN_,INT4__PWR_,0.00302664,0.00302664,-1.21897e-15
3363.24,4896.17,INT4__PWR_,BOTTOM_LAYER,0.00302664,0.00302664,-0
3369.35,1079.73,TOP_LAYER,INT1__GND_,0.00259451,0.00259451,-0
3369.35,1079.73,INT1__GND_,INT2__SIGN_,0.00259451,0.00259451,-6.09483e-16
3369.35,1079.73,INT2__SIGN_,INT3__SIGN_,0.00259451,0.00259451,-0
3369.35,1079.73,INT3__SIGN_,INT4__PWR_,0.00259451,0.00259451,-6.09483e-16
3369.35,1079.73,INT4__PWR_,BOTTOM_LAYER,0.00259451,0.00259451,-0
3417.46,2977.04,TOP_LAYER,INT1__GND_,0.0028051,0.0028051,2.15307e-14
3417.46,2977.04,INT1__GND_,INT2__SIGN_,0.0028051,0.0028051,-1.93635e-15
3417.46,2977.04,INT2__SIGN_,INT3__SIGN_,0.0028051,0.0028051,-0
